"","ValueID","IndicatorID","InsertDate","Numerator","Denominator","IndicatorValue","IndicatorValueType","LowerCI95","UpperCI95","AggregationType","AggregationLabel","FiscalYear","Gender","AgeGroup","IMD","EthnicityCode","NHSCodeDefinition","StatusID","DataQualityID","IndicatorStartDate","IndicatorEndDate"
"4752",4752,49,2024-05-29,0,21,0,"Ethnicity Crude Rate",0,17566.0926386378,"Locality (resident)","East","2020/2021","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2021-03-31
"4753",4753,49,2024-05-29,1,21,4761.90476190476,"Ethnicity Crude Rate",120.56099040138,26531.6351949471,"Locality (resident)","East","2021/2022","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2021-04-01,2022-03-31
"4754",4754,49,2024-05-29,0,21,0,"Ethnicity Crude Rate",0,17566.0926386378,"Locality (resident)","East","2022/2023","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2022-04-01,2023-03-31
"4755",4755,49,2024-05-29,1,21,4761.90476190476,"Ethnicity Crude Rate",120.56099040138,26531.6351949471,"Locality (resident)","East","2023/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2023-04-01,2024-03-31
"4756",4756,49,2024-05-29,20,469,4264.39232409382,"Ethnicity Crude Rate",2603.71616948314,6586.32843692901,"Locality (resident)","East","2019/2020","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2019-04-01,2020-03-31
"4757",4757,49,2024-05-29,17,469,3624.73347547974,"Ethnicity Crude Rate",2110.3362706163,5803.86128036342,"Locality (resident)","East","2020/2021","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2021-03-31
"4758",4758,49,2024-05-29,19,469,4051.17270788913,"Ethnicity Crude Rate",2437.94894588291,6326.72628258382,"Locality (resident)","East","2021/2022","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2021-04-01,2022-03-31
"4759",4759,49,2024-05-29,20,469,4264.39232409382,"Ethnicity Crude Rate",2603.71616948314,6586.32843692901,"Locality (resident)","East","2022/2023","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2022-04-01,2023-03-31
"4760",4760,49,2024-05-29,29,469,6183.36886993603,"Ethnicity Crude Rate",4140.24204398285,8880.67117082626,"Locality (resident)","East","2023/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2023-04-01,2024-03-31
"4761",4761,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","East","2019/2020","Persons","65+",NA,"Z","Not stated",1,1,2019-04-01,2020-03-31
"4762",4762,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","East","2020/2021","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2021-03-31
"4763",4763,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","East","2021/2022","Persons","65+",NA,"Z","Not stated",1,1,2021-04-01,2022-03-31
"4764",4764,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","East","2022/2023","Persons","65+",NA,"Z","Not stated",1,1,2022-04-01,2023-03-31
"4765",4765,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","East","2023/2024","Persons","65+",NA,"Z","Not stated",1,1,2023-04-01,2024-03-31
"4766",4766,49,2024-05-29,0,17,0,"Ethnicity Crude Rate",0,21699.2909065526,"Locality (resident)","East","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"4767",4767,49,2024-05-29,0,17,0,"Ethnicity Crude Rate",0,21699.2909065526,"Locality (resident)","East","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"4768",4768,49,2024-05-29,0,17,0,"Ethnicity Crude Rate",0,21699.2909065526,"Locality (resident)","East","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"4769",4769,49,2024-05-29,0,17,0,"Ethnicity Crude Rate",0,21699.2909065526,"Locality (resident)","East","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"4770",4770,49,2024-05-29,0,17,0,"Ethnicity Crude Rate",0,21699.2909065526,"Locality (resident)","East","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"4771",4771,49,2024-05-29,0,31,0,"Ethnicity Crude Rate",0,11899.611142303,"Locality (resident)","North","2019/2020","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2019-04-01,2020-03-31
"4772",4772,49,2024-05-29,0,31,0,"Ethnicity Crude Rate",0,11899.611142303,"Locality (resident)","North","2020/2021","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2021-03-31
"4773",4773,49,2024-05-29,0,31,0,"Ethnicity Crude Rate",0,11899.611142303,"Locality (resident)","North","2021/2022","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2021-04-01,2022-03-31
"4774",4774,49,2024-05-29,0,31,0,"Ethnicity Crude Rate",0,11899.611142303,"Locality (resident)","North","2022/2023","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2022-04-01,2023-03-31
"4775",4775,49,2024-05-29,0,31,0,"Ethnicity Crude Rate",0,11899.611142303,"Locality (resident)","North","2023/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2023-04-01,2024-03-31
"4776",4776,49,2024-05-29,3,175,1714.28571428571,"Ethnicity Crude Rate",353.526927368915,5009.87032556704,"Locality (resident)","North","2019/2020","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2019-04-01,2020-03-31
"4777",4777,49,2024-05-29,5,175,2857.14285714286,"Ethnicity Crude Rate",927.706508639098,6667.61833104152,"Locality (resident)","North","2020/2021","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2021-03-31
"4778",4778,49,2024-05-29,8,175,4571.42857142857,"Ethnicity Crude Rate",1973.61838671343,9007.53669725332,"Locality (resident)","North","2021/2022","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2021-04-01,2022-03-31
"4779",4779,49,2024-05-29,14,175,8000,"Ethnicity Crude Rate",4370.01754285078,13423.4273020427,"Locality (resident)","North","2022/2023","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2022-04-01,2023-03-31
"4780",4780,49,2024-05-29,9,175,5142.85714285714,"Ethnicity Crude Rate",2351.64176993048,9762.74482938238,"Locality (resident)","North","2023/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2023-04-01,2024-03-31
"4781",4781,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2019/2020","Persons","65+",NA,"Z","Not stated",1,1,2019-04-01,2020-03-31
"4782",4782,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2020/2021","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2021-03-31
"4783",4783,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2021/2022","Persons","65+",NA,"Z","Not stated",1,1,2021-04-01,2022-03-31
"4784",4784,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2022/2023","Persons","65+",NA,"Z","Not stated",1,1,2022-04-01,2023-03-31
"4785",4785,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2023/2024","Persons","65+",NA,"Z","Not stated",1,1,2023-04-01,2024-03-31
"4786",4786,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"4787",4787,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"4788",4788,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"4789",4789,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"4790",4790,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","North","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"4791",4791,49,2024-05-29,0,23,0,"Ethnicity Crude Rate",0,16038.6063222345,"Locality (resident)","Solihull","2019/2020","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2019-04-01,2020-03-31
"4792",4792,49,2024-05-29,0,23,0,"Ethnicity Crude Rate",0,16038.6063222345,"Locality (resident)","Solihull","2020/2021","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2021-03-31
"4793",4793,49,2024-05-29,0,23,0,"Ethnicity Crude Rate",0,16038.6063222345,"Locality (resident)","Solihull","2021/2022","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2021-04-01,2022-03-31
"4794",4794,49,2024-05-29,1,23,4347.82608695652,"Ethnicity Crude Rate",110.077426018652,24224.536482343,"Locality (resident)","Solihull","2022/2023","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2022-04-01,2023-03-31
"4795",4795,49,2024-05-29,0,23,0,"Ethnicity Crude Rate",0,16038.6063222345,"Locality (resident)","Solihull","2023/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2023-04-01,2024-03-31
"4796",4796,49,2024-05-29,2,139,1438.84892086331,"Ethnicity Crude Rate",174.251279528032,5197.61702713954,"Locality (resident)","Solihull","2019/2020","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2019-04-01,2020-03-31
"4797",4797,49,2024-05-29,10,139,7194.24460431655,"Ethnicity Crude Rate",3444.20857119969,13231.2651839975,"Locality (resident)","Solihull","2020/2021","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2021-03-31
"4798",4798,49,2024-05-29,5,139,3597.12230215827,"Ethnicity Crude Rate",1167.97582022908,8394.48351030408,"Locality (resident)","Solihull","2021/2022","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2021-04-01,2022-03-31
"4799",4799,49,2024-05-29,9,139,6474.82014388489,"Ethnicity Crude Rate",2960.70007005635,12291.2255046181,"Locality (resident)","Solihull","2022/2023","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2022-04-01,2023-03-31
"4800",4800,49,2024-05-29,11,139,7913.6690647482,"Ethnicity Crude Rate",3945.10086219423,14160.6022418319,"Locality (resident)","Solihull","2023/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2023-04-01,2024-03-31
"4801",4801,49,2024-05-29,0,16,0,"Ethnicity Crude Rate",0,23055.4965882121,"Locality (resident)","Solihull","2019/2020","Persons","65+",NA,"Z","Not stated",1,1,2019-04-01,2020-03-31
"4802",4802,49,2024-05-29,0,16,0,"Ethnicity Crude Rate",0,23055.4965882121,"Locality (resident)","Solihull","2020/2021","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2021-03-31
"4803",4803,49,2024-05-29,0,16,0,"Ethnicity Crude Rate",0,23055.4965882121,"Locality (resident)","Solihull","2021/2022","Persons","65+",NA,"Z","Not stated",1,1,2021-04-01,2022-03-31
"4804",4804,49,2024-05-29,0,16,0,"Ethnicity Crude Rate",0,23055.4965882121,"Locality (resident)","Solihull","2022/2023","Persons","65+",NA,"Z","Not stated",1,1,2022-04-01,2023-03-31
"4805",4805,49,2024-05-29,0,16,0,"Ethnicity Crude Rate",0,23055.4965882121,"Locality (resident)","Solihull","2023/2024","Persons","65+",NA,"Z","Not stated",1,1,2023-04-01,2024-03-31
"4806",4806,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","Solihull","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"4807",4807,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","Solihull","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"4808",4808,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","Solihull","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"4809",4809,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","Solihull","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"4810",4810,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","Solihull","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"4811",4811,49,2024-05-29,0,23,0,"Ethnicity Crude Rate",0,16038.6063222345,"Locality (resident)","South","2019/2020","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2019-04-01,2020-03-31
"4812",4812,49,2024-05-29,0,23,0,"Ethnicity Crude Rate",0,16038.6063222345,"Locality (resident)","South","2020/2021","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2021-03-31
"4813",4813,49,2024-05-29,0,23,0,"Ethnicity Crude Rate",0,16038.6063222345,"Locality (resident)","South","2021/2022","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2021-04-01,2022-03-31
"4814",4814,49,2024-05-29,1,23,4347.82608695652,"Ethnicity Crude Rate",110.077426018652,24224.536482343,"Locality (resident)","South","2022/2023","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2022-04-01,2023-03-31
"4815",4815,49,2024-05-29,2,23,8695.65217391304,"Ethnicity Crude Rate",1053.08381975637,31411.6855118433,"Locality (resident)","South","2023/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2023-04-01,2024-03-31
"4816",4816,49,2024-05-29,7,239,2928.87029288703,"Ethnicity Crude Rate",1177.5577621422,6034.59220154911,"Locality (resident)","South","2019/2020","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2019-04-01,2020-03-31
"4817",4817,49,2024-05-29,3,239,1255.23012552301,"Ethnicity Crude Rate",258.858628826612,3668.31509194239,"Locality (resident)","South","2020/2021","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2021-03-31
"4818",4818,49,2024-05-29,12,239,5020.92050209205,"Ethnicity Crude Rate",2591.42671258537,8771.07031532079,"Locality (resident)","South","2021/2022","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2021-04-01,2022-03-31
"4819",4819,49,2024-05-29,12,239,5020.92050209205,"Ethnicity Crude Rate",2591.42671258537,8771.07031532079,"Locality (resident)","South","2022/2023","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2022-04-01,2023-03-31
"4820",4820,49,2024-05-29,11,239,4602.51046025105,"Ethnicity Crude Rate",2294.43104537656,8235.66406533322,"Locality (resident)","South","2023/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2023-04-01,2024-03-31
"4821",4821,49,2024-05-29,0,12,0,"Ethnicity Crude Rate",0,30740.6621176161,"Locality (resident)","South","2019/2020","Persons","65+",NA,"Z","Not stated",1,1,2019-04-01,2020-03-31
"4822",4822,49,2024-05-29,0,12,0,"Ethnicity Crude Rate",0,30740.6621176161,"Locality (resident)","South","2020/2021","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2021-03-31
"4823",4823,49,2024-05-29,0,12,0,"Ethnicity Crude Rate",0,30740.6621176161,"Locality (resident)","South","2021/2022","Persons","65+",NA,"Z","Not stated",1,1,2021-04-01,2022-03-31
"4824",4824,49,2024-05-29,0,12,0,"Ethnicity Crude Rate",0,30740.6621176161,"Locality (resident)","South","2022/2023","Persons","65+",NA,"Z","Not stated",1,1,2022-04-01,2023-03-31
"4825",4825,49,2024-05-29,0,12,0,"Ethnicity Crude Rate",0,30740.6621176161,"Locality (resident)","South","2023/2024","Persons","65+",NA,"Z","Not stated",1,1,2023-04-01,2024-03-31
"4826",4826,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","South","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"4827",4827,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","South","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"4828",4828,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","South","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"4829",4829,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","South","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"4830",4830,49,2024-05-29,0,15,0,"Ethnicity Crude Rate",0,24592.5296940929,"Locality (resident)","South","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"4831",4831,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","West","2019/2020","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2019-04-01,2020-03-31
"4832",4832,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","West","2020/2021","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2021-03-31
"4833",4833,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","West","2021/2022","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2021-04-01,2022-03-31
"4834",4834,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","West","2022/2023","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2022-04-01,2023-03-31
"4835",4835,49,2024-05-29,0,19,0,"Ethnicity Crude Rate",0,19415.1550216523,"Locality (resident)","West","2023/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2023-04-01,2024-03-31
"4836",4836,49,2024-05-29,17,426,3990.6103286385,"Ethnicity Crude Rate",2323.35143408227,6389.6970434048,"Locality (resident)","West","2019/2020","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2019-04-01,2020-03-31
"4837",4837,49,2024-05-29,9,426,2112.67605633803,"Ethnicity Crude Rate",966.050022858764,4010.51724211718,"Locality (resident)","West","2020/2021","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2021-03-31
"4838",4838,49,2024-05-29,10,426,2347.41784037559,"Ethnicity Crude Rate",1123.8145337952,4317.24380416819,"Locality (resident)","West","2021/2022","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2021-04-01,2022-03-31
"4839",4839,49,2024-05-29,12,426,2816.9014084507,"Ethnicity Crude Rate",1453.87555001855,4920.85869803209,"Locality (resident)","West","2022/2023","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2022-04-01,2023-03-31
"4840",4840,49,2024-05-29,10,426,2347.41784037559,"Ethnicity Crude Rate",1123.8145337952,4317.24380416819,"Locality (resident)","West","2023/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2023-04-01,2024-03-31
"4841",4841,49,2024-05-29,0,13,0,"Ethnicity Crude Rate",0,28375.9958008764,"Locality (resident)","West","2019/2020","Persons","65+",NA,"Z","Not stated",1,1,2019-04-01,2020-03-31
"4842",4842,49,2024-05-29,0,13,0,"Ethnicity Crude Rate",0,28375.9958008764,"Locality (resident)","West","2020/2021","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2021-03-31
"4843",4843,49,2024-05-29,0,13,0,"Ethnicity Crude Rate",0,28375.9958008764,"Locality (resident)","West","2021/2022","Persons","65+",NA,"Z","Not stated",1,1,2021-04-01,2022-03-31
"4844",4844,49,2024-05-29,0,13,0,"Ethnicity Crude Rate",0,28375.9958008764,"Locality (resident)","West","2022/2023","Persons","65+",NA,"Z","Not stated",1,1,2022-04-01,2023-03-31
"4845",4845,49,2024-05-29,0,13,0,"Ethnicity Crude Rate",0,28375.9958008764,"Locality (resident)","West","2023/2024","Persons","65+",NA,"Z","Not stated",1,1,2023-04-01,2024-03-31
"4846",4846,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","West","2019/2020","Persons","65+",NA,NA,NA,1,1,2019-04-01,2020-03-31
"4847",4847,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","West","2020/2021","Persons","65+",NA,NA,NA,1,1,2020-04-01,2021-03-31
"4848",4848,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","West","2021/2022","Persons","65+",NA,NA,NA,1,1,2021-04-01,2022-03-31
"4849",4849,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","West","2022/2023","Persons","65+",NA,NA,NA,1,1,2022-04-01,2023-03-31
"4850",4850,49,2024-05-29,0,14,0,"Ethnicity Crude Rate",0,26349.1389579567,"Locality (resident)","West","2023/2024","Persons","65+",NA,NA,NA,1,1,2023-04-01,2024-03-31
"4851",4851,49,2024-05-29,23,480,4791.66666666667,"IMD Crude Rate",3036.53555804454,7190.16880894749,"Locality (resident)","Central","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"4852",4852,49,2024-05-29,11,480,2291.66666666667,"IMD Crude Rate",1142.43545801041,4100.67439919717,"Locality (resident)","Central","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"4853",4853,49,2024-05-29,17,480,3541.66666666667,"IMD Crude Rate",2061.97439774801,5670.85612602176,"Locality (resident)","Central","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"4854",4854,49,2024-05-29,19,480,3958.33333333333,"IMD Crude Rate",2382.07928253976,6181.73880527461,"Locality (resident)","Central","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"4855",4855,49,2024-05-29,22,480,4583.33333333333,"IMD Crude Rate",2871.35265241949,6939.53724573769,"Locality (resident)","Central","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"4856",4856,49,2024-05-29,4,31,12903.2258064516,"IMD Crude Rate",3515.69475363331,33037.3828238829,"Locality (resident)","Central","2019/2020","Persons","65+","Q2",NA,NA,1,1,2019-04-01,2020-03-31
"4857",4857,49,2024-05-29,3,31,9677.41935483871,"IMD Crude Rate",1995.71652546968,28281.5260314269,"Locality (resident)","Central","2020/2021","Persons","65+","Q2",NA,NA,1,1,2020-04-01,2021-03-31
"4858",4858,49,2024-05-29,2,31,6451.61290322581,"IMD Crude Rate",781.320253367629,23305.4440894321,"Locality (resident)","Central","2021/2022","Persons","65+","Q2",NA,NA,1,1,2021-04-01,2022-03-31
"4859",4859,49,2024-05-29,1,31,3225.8064516129,"IMD Crude Rate",81.670348336419,17973.0431965771,"Locality (resident)","Central","2022/2023","Persons","65+","Q2",NA,NA,1,1,2022-04-01,2023-03-31
"4860",4860,49,2024-05-29,3,31,9677.41935483871,"IMD Crude Rate",1995.71652546968,28281.5260314269,"Locality (resident)","Central","2023/2024","Persons","65+","Q2",NA,NA,1,1,2023-04-01,2024-03-31
"4861",4861,49,2024-05-29,0,28,0,"IMD Crude Rate",0,13174.5694789783,"Locality (resident)","Central","2019/2020","Persons","65+","Q3",NA,NA,1,1,2019-04-01,2020-03-31
"4862",4862,49,2024-05-29,0,28,0,"IMD Crude Rate",0,13174.5694789783,"Locality (resident)","Central","2020/2021","Persons","65+","Q3",NA,NA,1,1,2020-04-01,2021-03-31
"4863",4863,49,2024-05-29,1,28,3571.42857142857,"IMD Crude Rate",90.4207428010353,19898.7263962104,"Locality (resident)","Central","2021/2022","Persons","65+","Q3",NA,NA,1,1,2021-04-01,2022-03-31
"4864",4864,49,2024-05-29,1,28,3571.42857142857,"IMD Crude Rate",90.4207428010353,19898.7263962104,"Locality (resident)","Central","2022/2023","Persons","65+","Q3",NA,NA,1,1,2022-04-01,2023-03-31
"4865",4865,49,2024-05-29,0,28,0,"IMD Crude Rate",0,13174.5694789783,"Locality (resident)","Central","2023/2024","Persons","65+","Q3",NA,NA,1,1,2023-04-01,2024-03-31
"4866",4866,49,2024-05-29,21,521,4030.71017274472,"IMD Crude Rate",2494.12600917019,6161.65840289383,"Locality (resident)","East","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"4867",4867,49,2024-05-29,17,521,3262.95585412668,"IMD Crude Rate",1899.70769850105,5224.58913721774,"Locality (resident)","East","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"4868",4868,49,2024-05-29,20,521,3838.77159309021,"IMD Crude Rate",2343.84430611822,5928.95976376143,"Locality (resident)","East","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"4869",4869,49,2024-05-29,20,521,3838.77159309021,"IMD Crude Rate",2343.84430611822,5928.95976376143,"Locality (resident)","East","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"4870",4870,49,2024-05-29,30,521,5758.15738963532,"IMD Crude Rate",3884.24934611639,8220.41687946232,"Locality (resident)","East","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"4871",4871,49,2024-05-29,1,119,840.336134453781,"IMD Crude Rate",21.2754688943613,4682.05326969655,"Locality (resident)","North","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"4872",4872,49,2024-05-29,3,119,2521.00840336134,"IMD Crude Rate",519.892540248405,7367.456361128,"Locality (resident)","North","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"4873",4873,49,2024-05-29,5,119,4201.68067226891,"IMD Crude Rate",1364.27427741044,9805.32107506107,"Locality (resident)","North","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"4874",4874,49,2024-05-29,10,119,8403.36134453782,"IMD Crude Rate",4023.06715459459,15455.0072317281,"Locality (resident)","North","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"4875",4875,49,2024-05-29,6,119,5042.01680672269,"IMD Crude Rate",1850.3313054545,10974.3479180829,"Locality (resident)","North","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"4876",4876,49,2024-05-29,0,6,0,"IMD Crude Rate",0,61481.3242352323,"Locality (resident)","North","2019/2020","Persons","65+","Q2",NA,NA,1,1,2019-04-01,2020-03-31
"4877",4877,49,2024-05-29,2,6,33333.3333333333,"IMD Crude Rate",4036.82130906608,120411.461128733,"Locality (resident)","North","2020/2021","Persons","65+","Q2",NA,NA,1,1,2020-04-01,2021-03-31
"4878",4878,49,2024-05-29,1,6,16666.6666666667,"IMD Crude Rate",421.963466404832,92860.723182315,"Locality (resident)","North","2021/2022","Persons","65+","Q2",NA,NA,1,1,2021-04-01,2022-03-31
"4879",4879,49,2024-05-29,0,6,0,"IMD Crude Rate",0,61481.3242352323,"Locality (resident)","North","2022/2023","Persons","65+","Q2",NA,NA,1,1,2022-04-01,2023-03-31
"4880",4880,49,2024-05-29,2,6,33333.3333333333,"IMD Crude Rate",4036.82130906608,120411.461128733,"Locality (resident)","North","2023/2024","Persons","65+","Q2",NA,NA,1,1,2023-04-01,2024-03-31
